76,1,99,1,83,1,91,1
103,1,90,1,62,1,121,0
207,0,6,1,239,0,245,0
248,0,23,1,234,0,118,0
167,0,200,0,181,0,183,0
188,0,250,0,179,0,118,0
146,0,170,0,153,0,149,0
159,0,237,0,152,0,116,0
137,0,155,0,135,0,141,0
150,0,235,0,139,0,118,0
135,0,150,0,136,0,137,0
144,0,233,0,135,0,119,0
132,0,147,0,134,0,137,0
147,0,229,0,134,0,118,0
135,0,147,0,134,0,135,0
143,0,234,0,133,0,117,0
133,0,142,0,133,0,136,0
143,0,232,0,127,0,119,0
136,0,142,0,133,0,137,0
143,0,233,0,133,0,117,0
119,0,138,0,136,0,145,0
158,0,240,0,148,0,138,0
157,0,174,0,170,0,176,0
185,0,9,1,153,0,141,0
153,0,172,0,171,0,173,0
183,0,255,0,142,0,119,0
125,0,141,0,142,0,148,0
153,0,237,0,133,0,109,0
121,0,133,0,133,0,139,0
142,0,231,0,126,0,111,0
123,0,137,0,128,0,137,0
141,0,231,0,124,0,115,0
83,1,111,1,93,1,105,1
115,1,89,1,79,1,127,0
9,1,7,1,244,0,255,0
6,1,21,1,249,0,125,0
143,0,170,0,167,0,183,0
191,0,229,0,180,0,120,0
109,0,117,0,137,0,141,0
151,0,213,0,141,0,114,0
103,0,107,0,126,0,125,0
132,0,203,0,121,0,114,0
100,0,110,0,123,0,123,0
125,0,200,0,117,0,110,0
106,0,118,0,131,0,135,0
136,0,215,0,120,0,109,0
100,0,117,0,126,0,127,0
139,0,219,0,126,0,109,0
107,0,125,0,125,0,127,0
137,0,219,0,126,0,112,0
119,0,135,0,124,0,127,0
139,0,225,0,125,0,111,0
123,0,138,0,125,0,127,0
137,0,221,0,125,0,110,0
121,0,139,0,125,0,134,0
139,0,228,0,127,0,115,0
123,0,141,0,131,0,135,0
139,0,227,0,127,0,115,0
124,0,138,0,126,0,137,0
141,0,229,0,133,0,117,0
125,0,139,0,125,0,135,0
143,0,229,0,128,0,117,0
123,0,137,0,126,0,138,0
143,0,229,0,133,0,119,0
51,1,83,1,87,1,95,1
103,1,76,1,76,1,112,0
191,0,253,0,249,0,238,0
250,0,12,1,239,0,123,0
121,0,170,0,183,0,179,0
187,0,239,0,179,0,115,0
119,0,148,0,148,0,149,0
153,0,231,0,149,0,115,0
121,0,142,0,136,0,139,0
141,0,226,0,135,0,111,0
120,0,139,0,125,0,135,0
139,0,228,0,133,0,112,0
121,0,141,0,125,0,138,0
143,0,227,0,126,0,111,0
121,0,141,0,125,0,135,0
143,0,227,0,127,0,115,0
139,0,142,0,133,0,137,0
141,0,223,0,126,0,116,0
125,0,142,0,127,0,138,0
142,0,227,0,127,0,117,0
125,0,143,0,133,0,138,0
143,0,227,0,126,0,117,0
125,0,145,0,132,0,137,0
143,0,229,0,133,0,117,0
168,0,142,0,134,0,139,0
139,0,229,0,133,0,115,0
125,0,146,0,133,0,140,0
142,0,231,0,136,0,119,0
132,0,147,0,134,0,143,0
143,0,232,0,136,0,120,0
134,0,149,0,137,0,144,0
149,0,234,0,136,0,121,0
53,1,101,1,82,1,88,1
109,1,84,1,71,1,117,0
207,0,14,1,236,0,243,0
13,1,27,1,234,0,116,0
143,0,200,0,174,0,180,0
201,0,248,0,174,0,112,0
127,0,163,0,146,0,149,0
164,0,236,0,149,0,115,0
125,0,151,0,136,0,138,0
153,0,231,0,137,0,110,0
123,0,142,0,133,0,135,0
148,0,231,0,133,0,116,0
125,0,143,0,134,0,137,0
147,0,231,0,134,0,112,0
124,0,138,0,131,0,135,0
145,0,231,0,134,0,116,0
125,0,137,0,133,0,135,0
147,0,230,0,127,0,117,0
126,0,144,0,134,0,137,0
149,0,231,0,134,0,119,0
133,0,143,0,136,0,138,0
149,0,233,0,135,0,120,0
135,0,148,0,137,0,139,0
149,0,233,0,137,0,121,0
137,0,149,0,137,0,142,0
148,0,235,0,137,0,121,0
135,0,151,0,136,0,144,0
148,0,232,0,134,0,121,0
136,0,149,0,139,0,148,0
150,0,233,0,134,0,119,0
137,0,141,0,125,0,132,0
137,0,216,0,119,0,115,0
63,1,105,1,83,1,93,1
108,1,86,1,77,1,122,0
214,0,19,1,252,0,238,0
10,1,30,1,245,0,122,0
144,0,203,0,187,0,181,0
203,0,252,0,186,0,118,0
133,0,169,0,153,0,151,0
167,0,239,0,154,0,116,0
125,0,155,0,141,0,140,0
151,0,235,0,140,0,117,0
167,0,151,0,137,0,141,0
150,0,234,0,137,0,119,0
133,0,154,0,140,0,140,0
150,0,235,0,138,0,121,0
133,0,149,0,140,0,136,0
142,0,221,0,123,0,115,0
92,0,118,0,135,0,135,0
136,0,207,0,123,0,118,0
134,0,110,0,126,0,126,0
133,0,202,0,120,0,116,0
104,0,104,0,133,0,127,0
135,0,203,0,120,0,116,0
99,0,106,0,126,0,124,0
135,0,207,0,125,0,117,0
162,0,136,0,133,0,127,0
139,0,221,0,135,0,118,0
127,0,149,0,137,0,137,0
146,0,227,0,136,0,120,0
167,0,147,0,138,0,137,0
145,0,231,0,134,0,117,0
124,0,147,0,138,0,138,0
143,0,229,0,133,0,117,0
77,1,100,1,83,1,94,1
108,1,82,1,75,1,122,0
207,0,7,1,253,0,252,0
15,1,26,1,252,0,139,0
168,0,203,0,167,0,188,0
207,0,251,0,199,0,124,0
148,0,175,0,143,0,157,0
171,0,239,0,163,0,120,0
137,0,158,0,138,0,147,0
154,0,236,0,147,0,121,0
137,0,155,0,137,0,141,0
151,0,235,0,140,0,119,0
135,0,152,0,136,0,141,0
149,0,234,0,136,0,119,0
135,0,147,0,133,0,138,0
148,0,231,0,135,0,118,0
132,0,141,0,136,0,140,0
147,0,233,0,136,0,119,0
133,0,139,0,133,0,138,0
143,0,232,0,133,0,118,0
134,0,143,0,137,0,141,0
143,0,231,0,133,0,118,0
135,0,137,0,136,0,137,0
141,0,232,0,126,0,117,0
132,0,138,0,138,0,139,0
144,0,231,0,132,0,119,0
127,0,139,0,136,0,137,0
146,0,231,0,127,0,119,0
168,0,143,0,136,0,136,0
149,0,231,0,132,0,119,0
133,0,143,0,133,0,137,0
147,0,231,0,127,0,117,0
29,1,72,1,99,1,103,1
117,1,87,1,81,1,119,0
204,0,5,1,11,1,255,0
26,1,36,1,255,0,126,0
140,0,200,0,199,0,189,0
211,0,253,0,197,0,119,0
167,0,167,0,159,0,157,0
168,0,238,0,159,0,118,0
132,0,153,0,141,0,143,0
153,0,235,0,143,0,118,0
127,0,149,0,137,0,139,0
147,0,233,0,135,0,118,0
126,0,148,0,136,0,138,0
148,0,233,0,135,0,119,0
126,0,147,0,135,0,139,0
143,0,231,0,126,0,117,0
127,0,147,0,135,0,137,0
145,0,232,0,133,0,117,0
131,0,149,0,133,0,137,0
143,0,231,0,126,0,117,0
127,0,148,0,135,0,136,0
147,0,231,0,134,0,118,0
133,0,148,0,137,0,135,0
148,0,230,0,133,0,118,0
126,0,149,0,135,0,135,0
148,0,231,0,133,0,119,0
125,0,147,0,135,0,135,0
147,0,229,0,132,0,117,0
125,0,146,0,133,0,135,0
149,0,231,0,133,0,119,0
127,0,142,0,133,0,135,0
147,0,230,0,131,0,117,0
83,1,111,1,103,1,105,1
123,1,91,1,89,1,121,0
229,0,25,1,11,1,253,0
23,1,35,1,7,1,123,0
155,0,192,0,197,0,187,0
205,0,253,0,201,0,119,0
175,0,169,0,158,0,155,0
170,0,235,0,163,0,118,0
135,0,155,0,140,0,141,0
153,0,235,0,143,0,117,0
127,0,151,0,136,0,137,0
153,0,230,0,137,0,116,0
127,0,147,0,134,0,135,0
149,0,231,0,135,0,118,0
124,0,141,0,136,0,136,0
149,0,227,0,135,0,117,0
164,0,139,0,133,0,137,0
146,0,229,0,135,0,118,0
132,0,141,0,135,0,137,0
143,0,228,0,127,0,117,0
127,0,142,0,133,0,139,0
143,0,229,0,133,0,117,0
132,0,148,0,134,0,139,0
141,0,227,0,127,0,117,0
127,0,146,0,133,0,137,0
142,0,230,0,126,0,116,0
125,0,147,0,133,0,135,0
137,0,227,0,125,0,116,0
105,0,135,0,125,0,133,0
136,0,220,0,124,0,108,0
151,0,126,0,119,0,123,0
125,0,207,0,117,0,107,0
124,1,117,1,98,1,104,1
119,1,88,1,86,1,118,0
234,0,25,1,7,1,5,1
22,1,30,1,251,0,126,0
147,0,207,0,191,0,186,0
204,0,252,0,189,0,120,0
139,0,171,0,157,0,155,0
165,0,239,0,157,0,115,0
135,0,155,0,142,0,141,0
150,0,233,0,141,0,118,0
134,0,149,0,137,0,139,0
147,0,232,0,135,0,117,0
135,0,143,0,133,0,133,0
135,0,214,0,119,0,109,0
104,0,109,0,124,0,125,0
134,0,205,0,120,0,109,0
